SampleID	group	Split
SFB094_1	LAEC	train
SFB095_1	LAEC	train
SFB096_1	LAEC	test
SFB097_1	LAEC	train
SFB098_1	LAEC	train
SFB099_1	LAEC	train
SFB100_1	LAEC	train
SFB101_1	LAEC	train
SFB102_1	LAEC	test
SFB103_1	LAEC	train
SFB104_1	LAEC	train
SFB105_1	LAEC	test
SFB106_1	LAEC	test
SFB107_1	LAEC	train
SFB108_1	LAEC	train
SFB109_1	LAEC	test
SFB110_1	LAEC	train
SFB111_1	LAEC	train
SFB112_1	LAEC	train
SFB113_1	LAEC	train
SFB114_1	LAEC	train
SFB115_1	LAEC	train
SFB117_1	LAEC	train
SFB118_1	LAEC	train
SFB119_1	LAEC	test
SFB120_1	LAEC	train
SFB121_1	LAEC	test
SFB122_1	LAEC	test
SFB123_1	LAEC	train
SFB124_1	LAEC	train
SFB125_1	LAEC	test
SFB126_1	LAEC	test
SFB127_1	LAEC	train
SFB128_1	LAEC	test
SFB129_1	LAEC	train
SFB130_1	LAEC	train
SFB131_1	LAEC	train
SFB132_1	LAEC	test
SFB133_1	LAEC	train
